id,product,msrp,dept,description,thumb,vendor
143,Home Theatre System,277.64,8,"Experience the ultimate home theatre experience with this powerful and easy-to-use Home Theatre System. With its surround sound system and high-quality components, this system will bring your movies, music and games to life. The sleek and stylish design blends in with any home décor while the built-in Bluetooth technology allows you to stream your favorite audio from your smartphone or other compatible devices. Enjoy crystal clear sound with deep bass and an immersive audio experience that will make you feel like you're right in the middle of the action.",http://dummyimage.com/250x250.png/cc0000/ffffff,28293e64-b077-495a-9571-9114853d9fd4
144,Paper Shredder,585.47,23,A paper shredder is a device used to cut paper into small pieces in order to prevent unauthorized access to confidential documents. It is an essential tool for offices and homes to protect personal information and confidential documents from unwanted access. A paper shredder is an easy-to-use device that quickly and securely shreds paper into small pieces. It is a great way to protect important documents and financial information from identity theft and fraud.,http://dummyimage.com/250x250.png/5fa2dd/ffffff,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
145,Audio Cable,913.31,8,"This Audio Cable is perfect for connecting stereos, speakers, and other audio equipment. It is made from high-quality materials for maximum durability, and is designed for maximum audio fidelity. It is capable of transmitting both digital and analog audio signals, and features a shielded cable to protect against interference.",http://dummyimage.com/250x250.png/ff4444/ffffff,04bd1e91-2672-4ccb-90bf-6569adb0fb58
146,Webcam,812.63,8,"The Webcam is a device designed to capture and transmit digital video images over the internet. It is typically used for video conferencing, streaming video, or taking still photos. It has a built-in microphone for audio capture, and is often compatible with many video and audio formats. It connects to your computer via USB, and is often compatible with many operating systems. With its high-quality video and audio capabilities, the Webcam is an essential tool for anyone who needs to communicate over the internet.",http://dummyimage.com/250x250.png/dddddd/000000,ad96aa78-086d-417a-a8cb-e64a0f4470aa
147,Baby Doll,667.46,4,"This adorable baby doll is perfect for any child. It has soft, cuddly plush fabric and realistic facial features that will bring a smile to your little one's face. It also comes with a removable outfit that can be changed to match any outfit. This doll is sure to be a favorite for many years to come.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,5ee822bb-e5c9-4025-90e3-03da75069795
148,3 Drawer Filing Cabinet,889.83,23,"This 3 Drawer Filing Cabinet is a great way to organize and store important documents, paperwork, and other office supplies. Crafted from sturdy and durable metal, this filing cabinet is designed for long-term use in any office. It features three drawers with lockable handles for added security, and is finished with a sleek black finish that will complement any décor. This 3 Drawer Filing Cabinet is the perfect organizational solution for any office.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,1609973d-4460-4d54-91d7-d643f5da5e21
149,5 Draw Filing Cabinet,110.12,23,"This 5 Draw Filing Cabinet is a great storage solution for any office space. It is made from sturdy metal and features 5 drawers to store and organize your important documents and records. The drawers feature secure locks to keep your items safe and the cabinet has a sleek black finish. This filing cabinet is perfect for any home or office, providing a great way to keep things organized and in one place.",http://dummyimage.com/250x250.png/dddddd/000000,04bd1e91-2672-4ccb-90bf-6569adb0fb58
150,Desk Chair,898.0,23,"This desk chair features a comfortable ergonomic design with adjustable height, tilt, and armrests for added comfort and convenience. The chair is upholstered in a soft fabric and features a breathable mesh back panel for breathability. It also has a modern design with wheeled casters for easy mobility and swiveling.",http://dummyimage.com/250x250.png/dddddd/000000,304ed7f9-da38-4e8e-a344-d3128f03757f
151,Desk Lamp,713.3,23,"This modern desk lamp is perfect for illuminating any workspace. With an adjustable arm and three adjustable light settings, it is designed to direct light exactly where you need it. The sleek design will look great in any office or home office. It is energy-efficient and suitable for any desk size.",http://dummyimage.com/250x250.png/dddddd/000000,29615784-5d94-4303-a657-e95a3a55d978
152,Desk Organizer Set,151.64,23,"This Desk Organizer Set is a perfect way to keep your workspace organized and tidy. Made from durable and sturdy plastic, it includes three drawers, one large and two small, for easy storage of all your office supplies. It also has a slide-out tray for added convenience. The sleek and modern design of this desk organizer set will make it a stylish addition to any workspace.",http://dummyimage.com/250x250.png/dddddd/000000,649e5207-2f58-44ae-9438-805e9cdfd565
153,Cable Organizers,817.8,23,"Cable Organizers are essential for keeping your cables and wires neat and organized. These organizers come in various sizes and shapes and are designed to help you neatly arrange your cables and wires. They can also help protect your cables and wires from wear and tear, as well as prevent them from becoming tangled or knotted. Cable Organizers are an ideal solution for any home or office space.",http://dummyimage.com/250x250.png/ff4444/ffffff,1609973d-4460-4d54-91d7-d643f5da5e21
154,Cold Medicine,816.28,19,"Cold Medicine is an over-the-counter medication used to treat symptoms of the common cold, such as congestion, cough, sore throat, and runny nose. It can also help relieve minor aches and pains that often accompany colds. Cold Medicine can be taken as a pill, liquid, or nasal spray to provide fast and effective relief.",http://dummyimage.com/250x250.png/cc0000/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
155,Antacids,19.0,19,"Antacids are over-the-counter medications used to treat heartburn, indigestion, and acid reflux. They work by neutralizing the acid in the stomach and reducing symptoms of discomfort. They are available as tablets, chewable tablets, liquids, and capsules and come in different strengths and formulations.",http://dummyimage.com/250x250.png/cc0000/ffffff,34095b1b-54d8-4dfd-a2d2-69c541f12a02
156,Allergy Medication,704.1,19,"Allergy Medication is a medication used to treat the symptoms associated with allergies such as sneezing, itching, runny nose, and watery eyes. It works by blocking histamine, a substance in the body that causes allergy symptoms, and reducing inflammation. Allergy Medication can be taken orally or applied topically and is available in different forms such as pills, nasal sprays, and eye drops.",http://dummyimage.com/250x250.png/dddddd/000000,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
157,Portable Charger,877.4,8,"This portable charger is a quick and efficient way to charge your devices on the go. It is lightweight and fits easily into your pocket, backpack, or purse. It has multiple ports so you can charge multiple devices at once and has a powerful, long-lasting battery. With its fast-charging capabilities and sleek design, this charger will be your go-to for charging your devices when you're on the go.",http://dummyimage.com/250x250.png/ff4444/ffffff,a57ab777-fc6b-4b16-87e9-11d86756a4ed
158,Pressure Cooker,213.53,20,"The Pressure Cooker is a kitchen appliance designed to cook food quickly using high pressure steam. It is a great way to prepare meals quickly and efficiently, while retaining the flavor and nutrition of the ingredients. It is easy to use and clean and can be used to make a variety of dishes.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,60949481-739b-4ff4-992e-af360c977755
159,Crockpot,357.71,20,"The Crockpot is a slow cooker that allows you to make delicious and easy meals with minimal effort. It features a programmable timer and adjustable temperature settings, making it easy to set and forget while you go about your day. The Crockpot is perfect for creating hearty meals like stews, soups, chili, casseroles, and more. With its large capacity and easy cleanup, it's the ideal tool for busy households.",http://dummyimage.com/250x250.png/cc0000/ffffff,1609973d-4460-4d54-91d7-d643f5da5e21
160,Steak Knife Set,272.23,20,"This Steak Knife Set is the perfect addition to any kitchen. It is made from premium quality stainless steel and features a sharp, serrated blade that is perfect for cutting through even the toughest steaks. The handle is ergonomically designed for a comfortable grip and the design is stylish and elegant. This set comes with six steak knives, making it a great choice for entertaining and family meals.",http://dummyimage.com/250x250.png/ff4444/ffffff,28293e64-b077-495a-9571-9114853d9fd4
161,Cheese Grater,784.58,20,"This cheese grater is perfect for shredding and grating cheese, vegetables and more. It features a durable, stainless steel blade and a comfortable, ergonomic handle for easy grating. The grater is easy to clean and store, and it is dishwasher safe for added convenience.",http://dummyimage.com/250x250.png/dddddd/000000,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
162,Napkins,237.51,12,"These napkins are made with high-quality materials and are perfect for any occasion. They are absorbent and strong, and their vibrant colors will add a touch of elegance to any setting. They are also disposable, making them convenient and easy to use.",http://dummyimage.com/250x250.png/dddddd/000000,efe9cb28-52d2-4d3a-9cac-64be6c198379
163,Coffee Mug,325.0,20,"This coffee mug is a classic ceramic design with a comfortable handle for easy sipping. Its glossy finish adds a touch of style to your morning breakfast routine. The mug is microwave and dishwasher safe, making it an ideal choice for everyday use.",http://dummyimage.com/250x250.png/dddddd/000000,5ee822bb-e5c9-4025-90e3-03da75069795
164,Water,888.41,12,"Water is a clear, odorless, tasteless, and essential liquid for all living things. It is a natural resource that is essential for life and necessary for a variety of everyday activities. Water can be used for drinking, bathing, irrigation, and cleaning. It is also an important component of natural ecosystems, helping to maintain the balance of life on Earth.",http://dummyimage.com/250x250.png/cc0000/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
165,Coloring Book,726.92,5,"This Coloring Book is filled with fun, vibrant illustrations to help you unleash your creativity. Featuring a variety of designs, from animals to mandalas, this book is perfect for all levels of colorists, from beginner to expert. Each page is printed on quality paper, so you can use your favorite coloring tools without worrying about bleed-through. Get creative and let your imagination take you on a wondrous adventure!",http://dummyimage.com/250x250.png/ff4444/ffffff,34095b1b-54d8-4dfd-a2d2-69c541f12a02
166,Sticker Book,182.9,5,"This Sticker Book is a great way for kids of all ages to express their creativity and explore their imagination. It comes with an assortment of colorful and fun stickers that can easily be used to decorate and personalize your favorite items. The stickers feature a variety of shapes, sizes, and designs to fit any creative project. It's perfect for adding a unique touch to cards, journals, scrapbooks, and more. With this sticker book, kids will have hours of fun as they create their own unique works of art.",http://dummyimage.com/250x250.png/cc0000/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
167,Highlighters,664.24,23,"This set of highlighters features a range of bright and vibrant colors that allow you to easily highlight important information in textbooks, documents, and more. The ink is quick drying, smear-proof, and won't bleed through paper. The chisel-tip design allows for both broad and fine highlighting for precision and accuracy. Perfect for students, teachers, and professionals.",http://dummyimage.com/250x250.png/cc0000/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
168,Graphing Paper,586.96,23,"Graphing paper is a specialty paper used for plotting data, drawing diagrams, and creating graphs. It is printed with a grid of fine lines that make it easier to accurately plot points, draw shapes, and write labels. Graphing paper is commonly used in mathematics, engineering, and science classes.",http://dummyimage.com/250x250.png/dddddd/000000,5ee822bb-e5c9-4025-90e3-03da75069795
169,Calculator,239.31,23,"This is a handheld calculator designed for various calculations. It is battery powered and features an easy-to-read LCD display. The calculator is capable of basic arithmetic calculations, such as addition, subtraction, multiplication, and division, as well as more advanced calculations, such as exponents, square roots, and trigonometric functions. It is a great tool for students, professionals, and hobbyists alike.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,a1c1d3a4-bbf8-40d1-ae81-5d0a1e95ccb1
170,Envelopes,426.62,23,Envelopes are a type of stationery used for sending items such as letters and documents through the mail. They come in a variety of sizes and colors and are made from different materials. Many envelopes feature an adhesive backing that allows them to be sealed securely and quickly. Envelopes are a convenient and secure way to ensure that your important documents reach their destination safely.,http://dummyimage.com/250x250.png/dddddd/000000,a9465726-600c-40f6-8703-2b35c63fe26a
171,Stamps,509.73,23,"Stamps are adhesive labels used to affix postage to mail. They come in various designs, colors, and sizes, and can be used to send letters and packages within and between countries.",http://dummyimage.com/250x250.png/cc0000/ffffff,34095b1b-54d8-4dfd-a2d2-69c541f12a02
172,Christmas Ornament,153.24,21,"This Christmas ornament is a festive way to add a touch of holiday cheer to any room. It features a beautiful design with a red and white snowflake pattern, adding a classic seasonal look to your holiday decor. The ornament is made of durable plastic and comes with a ribbon for easy hanging. Brighten up your home this holiday season with this lovely Christmas ornament!",http://dummyimage.com/250x250.png/dddddd/000000,40728e54-2f5b-4d94-b425-ae4069e9f87e
173,Cola,882.17,12,"Cola is a popular carbonated soft drink that is enjoyed by people all over the world. This classic drink is made with carbonated water, sugar, caramel color, and a variety of plant-based flavorings. Its refreshing taste has made it a favorite for generations.",http://dummyimage.com/250x250.png/cc0000/ffffff,304ed7f9-da38-4e8e-a344-d3128f03757f
174,Cereal,643.39,12,"Cereal is a convenient breakfast food that is packed with essential vitamins, minerals, and fiber. It is a great way to start your day and can be easily customized with your favorite toppings. Cereal is a delicious and nutritious way to fuel your body and keep you energized throughout the day.",http://dummyimage.com/250x250.png/dddddd/000000,a1c1d3a4-bbf8-40d1-ae81-5d0a1e95ccb1
175,Oatmeal,724.56,12,"Oatmeal is a delicious, nutritious and wholesome breakfast cereal made from oats. It is high in fiber and protein, and it is a great source of energy. Oatmeal is also an excellent source of vitamins, minerals and antioxidants, and it is cholesterol-free and low in saturated fat. Oatmeal is a great way to start the day and is quick and easy to prepare. Enjoy oatmeal hot or cold, as a cereal, in baked goods, or as an ingredient in other dishes.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
176,CD Rack,883.84,21,"This CD Rack is made of sturdy steel construction and is designed to store and organize your CD collection. It has a modern, sleek look and comes in a variety of colors to match your décor. It is the perfect addition to any home entertainment system and can hold up to 60 CDs. It is easy to assemble and comes with all necessary hardware.",http://dummyimage.com/250x250.png/ff4444/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
177,DVD,261.21,8,"This DVD contains a variety of entertainment options for your viewing pleasure. It features an assortment of movies, television shows, music videos, and more. With a vast selection of genres and titles, you’re sure to find something that fits your tastes. Enjoy the convenience of watching your favorite shows and movies from the comfort of your own home.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,29615784-5d94-4303-a657-e95a3a55d978
178,Blu-Ray Disc,561.67,8,"Blu-Ray Discs are an advanced form of digital media storage that allows you to store and watch high-definition movies and other digital content. Blu-Ray Discs are capable of displaying high-definition video resolution up to 1080p and offering up to 7.1 channel surround sound audio. Blu-Ray Discs also feature significantly improved storage capacity compared to traditional DVD discs, allowing for longer play times and higher quality video. They are also more resistant to scratches and other damage.",http://dummyimage.com/250x250.png/cc0000/ffffff,a1c1d3a4-bbf8-40d1-ae81-5d0a1e95ccb1
179,Board Game,478.84,4,"This board game is a fun and exciting way to have a great time with family and friends. It is fast-paced and filled with strategy, as you try to out-maneuver your opponents and be the first to reach the finish line. The game includes a variety of playing pieces and boards, so it can be enjoyed by all ages. It is a great way to spend quality time together, and it is sure to provide hours of entertainment.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,649e5207-2f58-44ae-9438-805e9cdfd565
180,Milk Frother,799.83,20,"This Milk Frother is the perfect tool for making delicious, creamy froth for your favorite coffee drinks. With its sleek and modern design, it is easy to use and clean. It features a powerful motor that quickly creates a rich, fluffy foam from cold or hot milk. The frother is ideal for making cappuccinos, lattes, mochas, hot chocolates, and other creamy coffee treats. Its ergonomic handle ensures a comfortable grip, making it easy to use. Enjoy barista-quality froth at home with this reliable Milk Frother.",http://dummyimage.com/250x250.png/ff4444/ffffff,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
181,Coffee Pot,755.08,20,"This coffee pot is perfect for brewing up to 12 cups of coffee at once. It features a stainless steel body, a programmable timer, and a pause and serve function so you can fill up your cup mid-brew. It also has a built-in water filter for cleaner tasting coffee and an automatic shut-off for convenience.",http://dummyimage.com/250x250.png/cc0000/ffffff,649e5207-2f58-44ae-9438-805e9cdfd565
182,Carafe,590.29,20,"This sleek carafe is perfect for holding and pouring hot or cold beverages. The double-walled construction and stainless steel lid keep liquids at the perfect temperature. The ergonomic handle makes it easy to carry and pour, while the wide opening makes it easy to fill and clean. This carafe is both stylish and functional, bringing convenience to your kitchen.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,29615784-5d94-4303-a657-e95a3a55d978
183,Coffee Maker,757.11,20,"This coffee maker is an easy to use and efficient way to make your favorite coffee. It features a durable stainless steel construction, a water tank capacity of up to 1.2 liters, adjustable temperature settings, and an auto-shutoff feature for safety. It is also equipped with a reusable filter for your convenience. This coffee maker is the perfect way to enjoy a freshly brewed cup of coffee every morning.",http://dummyimage.com/250x250.png/dddddd/000000,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
184,Hot Sauce,498.63,12,"Hot Sauce is an all-natural, spicy condiment made from a blend of peppers and spices. It adds a burst of flavor to any dish and is perfect for adding a bit of heat to tacos, burritos, burgers, and more. It's low in calories and contains no artificial flavors or colors, making it a perfect choice for health-conscious eaters.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,4f9e3977-77fe-46ca-9af6-78f47659e872
185,Diaper Genie Refills,406.16,6,"Diaper Genie Refills are designed to provide an easy and effective way to dispose of diaper waste. The refills feature a multi-layer film and an enhanced odor-barrier system that locks away odors and germs. They are also compatible with all Diaper Genie pails, making them a perfect choice for parents looking for a reliable, mess-free solution for diaper disposal.",http://dummyimage.com/250x250.png/ff4444/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
186,Diaper Genie,410.2,6,"Diaper Genie is a revolutionary diaper disposal system that eliminates odors and germs, helping keep your nursery smelling fresh. The Diaper Genie pail features an easy-to-use, hands-free design with a built-in antimicrobial agent that helps prevent odor-causing bacteria growth. It also features a built-in refillable film dispenser, a double-lock system that seals away odors, and a foot pedal for easy, hygienic disposal. The Diaper Genie is the perfect way to keep your baby’s nursery smelling fresh and clean.",http://dummyimage.com/250x250.png/cc0000/ffffff,a57ab777-fc6b-4b16-87e9-11d86756a4ed
187,Tablet,115.19,8,"A tablet is a mobile device, typically equipped with a touch screen and built-in camera, that is designed to be held in the user's hands and operated with a finger or stylus. Tablets typically offer a variety of features, such as Wi-Fi and cellular connectivity, allowing users to access the internet, send emails, and conduct other activities. They may also include features like GPS, Bluetooth, and multimedia capabilities. Tablets are becoming increasingly popular for users who are looking for a device that is more portable and versatile than a laptop or desktop computer.",http://dummyimage.com/250x250.png/ff4444/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
188,Tablet Case,935.82,8,This tablet case is designed to provide maximum protection for your tablet device. It is made of high-quality materials and features a slim design for a comfortable fit. The case is shock-absorbent and provides scratch-resistant protection for your device. It also has a convenient folding stand for easy viewing and typing. The case is lightweight and comes in various colors and designs to suit your style.,http://dummyimage.com/250x250.png/cc0000/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
189,Deadbolt,939.03,9,"The Deadbolt is a heavy-duty lock designed to provide maximum security for your premises. Its hardened steel construction and anti-drill design make it resistant to tampering and forced entry. The Deadbolt also features an adjustable latch, allowing you to customize the lock for your door size. This lock is ideal for homes, businesses, and other establishments looking for an extra layer of protection.",http://dummyimage.com/250x250.png/dddddd/000000,951d32f1-2118-4237-a7a6-6e7d62df03f4
190,Screen Door,212.3,9,The Screen Door is a great way to keep bugs out while still allowing fresh air in. It is made of durable materials and features a sliding design that allows you to easily open and close the door. The mesh screen will keep out even small insects and the sturdy frame will last for years.,http://dummyimage.com/250x250.png/ff4444/ffffff,a57ab777-fc6b-4b16-87e9-11d86756a4ed
191,Door Handle,953.69,9,"This Door Handle is made of durable metal and designed to provide a comfortable, secure grip. Its simple, modern style adds a touch of sophistication to any door. The handle is easy to install and comes with all the necessary mounting hardware. It is corrosion resistant and designed to last for years.",http://dummyimage.com/250x250.png/dddddd/000000,1609973d-4460-4d54-91d7-d643f5da5e21
192,Trowel,537.16,3,"The Trowel is a gardening tool designed for digging, scooping, and transferring soil, compost, and other materials. Its long, flat blade is ideal for slicing through soil and its handle provides an ergonomic grip for comfortable use. The Trowel is perfect for use in any gardening or landscaping project, from planting flowers to building raised beds.",http://dummyimage.com/250x250.png/cc0000/ffffff,304ed7f9-da38-4e8e-a344-d3128f03757f
193,32G Memory Card,247.67,8,"This 32G Memory Card is a high-performance storage device that provides reliable, high-speed data transfer for your digital camera, smartphone, laptop, or other device. It features a large capacity of 32GB, allowing you to store hundreds of photos, videos, music, documents, and more. It is designed to be durable and reliable, and is compatible with most digital cameras, smartphones, and other devices. It is a great choice for expanding your device's storage capacity and ensuring your important data is always safe and secure.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,951d32f1-2118-4237-a7a6-6e7d62df03f4
194,64G Memory Card,616.7,8,"This 64G Memory Card is perfect for storing and transferring photos, videos, music and more. It boasts fast read and write speeds and is compatible with a wide range of devices. It is also shockproof, waterproof and temperature resistant for reliable performance in any situation. With 64G of storage space, you'll have plenty of room for your data.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,a57ab777-fc6b-4b16-87e9-11d86756a4ed
195,16G Memory Card,498.33,8,"This 16G Memory Card provides an easy and efficient way to store and transfer data. It is compatible with many devices and can store up to 16GB of data. It is durable, reliable, and fast, perfect for storing pictures, music, videos, and other important files.",http://dummyimage.com/250x250.png/cc0000/ffffff,8c94be6d-5c89-4bd6-bc74-f513326bc696
196,32G USB Stick,223.8,8,"This 32G USB Stick offers a convenient way to transfer and store data. It is compatible with both Windows and Mac operating systems, and provides fast and reliable data transfer with a maximum data rate of up to 5Gbps. The USB stick is small and lightweight, making it easy and convenient to carry around with you. It is also highly durable and reliable, making it a dependable storage solution.",http://dummyimage.com/250x250.png/cc0000/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
197,64G USB Stick,600.49,8,"This 64G USB Stick is perfect for storing and transferring large amounts of data. It's fast, reliable, and features a convenient design that makes it easy to carry and use. With its large capacity, you can store and transfer large amounts of data quickly and easily. The USB Stick is also compatible with most devices, making it a great choice for transferring data across different platforms.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
198,Smart Lock,353.56,8,"The Smart Lock is an innovative, secure and easy-to-use device that allows you to keep your home or office secure, without the hassle of traditional keys and locks. With a simple tap of your smartphone or access card, you can unlock and lock your door. This device is equipped with advanced security features such as auto-lock, tamper alerts, and remote access. It's perfect for anyone looking for a convenient and reliable way to keep their property safe.",http://dummyimage.com/250x250.png/cc0000/ffffff,304ed7f9-da38-4e8e-a344-d3128f03757f
199,King Sheet Set,486.05,21,"This King Sheet Set is made from soft and luxurious microfiber fabric that is both breathable and wrinkle resistant. It includes a fitted sheet, a flat sheet, and two pillowcases, so you can stay warm and cozy all night long. The fitted sheet has elastic all the way around for a snug fit, and the deep pockets make sure it stays in place. It's perfect for any bedroom and comes in a variety of colors to match your decor.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,a1c1d3a4-bbf8-40d1-ae81-5d0a1e95ccb1
200,Queen Sheet Set,931.0,21,"This Queen Sheet Set is made from 100% cotton and features a luxurious 1500 thread count for a soft and comfortable night's sleep. The set includes one flat sheet, one fitted sheet, and two pillowcases. The sheets are wrinkle-resistant, fade-resistant, and shrink resistant for long-lasting use. The set is machine washable for easy care and maintenance.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
201,Twin Sheet Set,283.66,21,"This Twin Sheet Set is perfect for any bedroom. The set includes one flat sheet, one fitted sheet, and one standard pillowcase. The sheets are made from 100% soft, wrinkle-resistant microfiber fabric for a luxurious feel. The fitted sheet has an elastic all around for a snug fit, and it fits mattresses up to 16"" deep. The set is machine washable for easy care.",http://dummyimage.com/250x250.png/dddddd/000000,1609973d-4460-4d54-91d7-d643f5da5e21
202,Smart Light Switch,560.27,8,"The Smart Light Switch is a home automation device that allows you to control your lights from anywhere with your smartphone, tablet or computer. It offers remote access, scheduling and dimming capabilities, and is compatible with both Wi-Fi and Bluetooth. This switch is easy to install and setup, and will give you the control you need to customize your lighting experience.",http://dummyimage.com/250x250.png/dddddd/000000,5ee822bb-e5c9-4025-90e3-03da75069795
203,Smart Outlet,801.74,8,"The Smart Outlet is a revolutionary device that allows you to control your home's lighting and appliances from your smartphone. This device is compatible with Amazon Alexa and Google Home, making it easy to control your home's lighting and appliances with your voice. The Smart Outlet also features an energy monitoring system that allows you to monitor and control your home's energy consumption, helping you save money on your energy bill. With the Smart Outlet, you can control your home's lighting and appliances from anywhere, anytime.",http://dummyimage.com/250x250.png/dddddd/000000,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
204,Smart Plug,205.21,8,"The Smart Plug is an innovative device that allows users to control their appliances remotely from their smartphones. It connects to the home Wi-Fi network and can be controlled through the accompanying app. With this device, users can turn appliances on and off, set timers and create schedules, and monitor energy usage. It is the perfect solution for saving energy and money while still having full control of your appliances.",http://dummyimage.com/250x250.png/cc0000/ffffff,5ee822bb-e5c9-4025-90e3-03da75069795
205,Water Filter,319.65,24,"This water filter is designed to remove impurities, bacteria, and other contaminants from drinking water. It uses a multi-stage filtration system to ensure the highest quality, purest water for safe consumption. It is easy to install and maintain, making it an ideal choice for any home or office.",http://dummyimage.com/250x250.png/ff4444/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
206,Abrasive Brush,516.82,7,"This abrasive brush is a versatile tool that can be used for a variety of cleaning, polishing and finishing jobs. It features a durable construction with stiff nylon bristles that are great for removing dirt, rust, paint and other unwanted materials. The brush is great for use on both hard and soft surfaces, making it a great choice for a wide range of cleaning and polishing tasks. It can be used with water or solvent-based cleaners and is perfect for getting into tight places and hard-to-reach areas.",http://dummyimage.com/250x250.png/cc0000/ffffff,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
207,Toothbrush,771.8,19,"This toothbrush is designed to help keep your teeth healthy and strong. It has soft bristles that are gentle on your teeth and gums, and its ergonomic handle makes it comfortable and easy to use. The toothbrush also has a tongue cleaner on the back of the head, which helps to remove bacteria and food particles from the tongue. The toothbrush is made with antibacterial material that helps to reduce tooth decay and plaque buildup.",http://dummyimage.com/250x250.png/dddddd/000000,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
208,Toothpaste,426.03,19,"A toothpaste that is formulated to clean teeth and freshen breath. It contains ingredients that help to remove plaque and reduce tooth decay, while also providing a pleasant minty taste. It is gentle on teeth and gums, leaving your mouth feeling refreshed and clean.",http://dummyimage.com/250x250.png/ff4444/ffffff,951d32f1-2118-4237-a7a6-6e7d62df03f4
209,Deodorant,540.76,19,"Deodorant is a cosmetic product designed to reduce body odor caused by sweating. It usually contains an antiperspirant agent, fragrance, and other ingredients. It is applied to the underarms and other areas of the body to reduce body odor and wetness.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
210,Perfume,78.03,18,"This perfume is a light, floral scent that is perfect for any occasion. It has a delicate blend of rose and jasmine, creating a beautiful and romantic aroma. The scent is long lasting, leaving you feeling fresh and confident all day long.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
211,Floss,47.98,19,"Floss is a dental hygiene product that helps to remove food particles and plaque from between teeth. It is typically used by wrapping it around the index finger and gently moving it back and forth between the teeth. Floss is available in a variety of materials and flavors, making it an easy and effective way to maintain good oral health.",http://dummyimage.com/250x250.png/cc0000/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
212,Lip Balm,563.07,18,"This natural lip balm will keep your lips feeling moisturized and nourished. It's made with nourishing ingredients like beeswax, shea butter, coconut oil, and vitamin E to condition and protect your lips from the elements. It's free of parabens, sulfates, and other harsh chemicals, so you can use it with confidence. With a hint of peppermint essential oil, it smells great too. Keep your lips hydrated and healthy with this natural lip balm.",http://dummyimage.com/250x250.png/cc0000/ffffff,29615784-5d94-4303-a657-e95a3a55d978
213,Hand cream,620.7,18,"This luxurious hand cream is a unique blend of natural ingredients that nourish, hydrate, and protect your hands. It is fast-absorbing and non-greasy, providing long-lasting hydration and protection without leaving your hands feeling heavy or greasy. It is enriched with vitamins and plant extracts that help to keep your hands looking and feeling soft and supple. The luxurious scent will invigorate your senses and leave your hands feeling pampered.",http://dummyimage.com/250x250.png/cc0000/ffffff,a9465726-600c-40f6-8703-2b35c63fe26a
214,Extension cord,524.03,7,"This is a heavy-duty extension cord that is designed for indoor and outdoor use. It is constructed of thick, durable material to ensure a secure connection and provide safe power transfer. It is UL listed and comes with a lifetime warranty for added peace of mind. This extension cord is perfect for powering a variety of appliances, tools, and other electronic devices.",http://dummyimage.com/250x250.png/cc0000/ffffff,ad96aa78-086d-417a-a8cb-e64a0f4470aa
215,Space Heater,874.6,24,"This Space Heater is a powerful and efficient way to heat up any room. It features an adjustable thermostat and multiple heat settings, allowing you to customize the temperature to your comfort level. Its compact design allows it to fit neatly in any space, while its safety features ensure a safe operation. Enjoy the warmth of this space heater in any home or office.",http://dummyimage.com/250x250.png/dddddd/000000,40728e54-2f5b-4d94-b425-ae4069e9f87e
